"rt","response","question_order","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","timeout","failed_images","failed_audio","failed_video","stimulus","left","right","concept"
"185","arrowleft","","html-keyboard-response","23","16540","0.0-23.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_paper.png"" style=""height:350px"">","sand","paper","raspberries"
"173","arrowleft","","html-keyboard-response","24","16918","0.0-24.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_sand.png"" style=""height:350px"">","rubber","sand","raspberries"
"201","arrowleft","","html-keyboard-response","25","17322","0.0-25.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_paper.png"" style=""height:350px"">","felt","paper","banana"
"134","arrowleft","","html-keyboard-response","26","17662","0.0-26.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_sand.png"" style=""height:350px"">","paper","sand","raspberries"
"160","arrowleft","","html-keyboard-response","27","18027","0.0-27.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_felt.png"" style=""height:350px"">","sand","felt","raspberries"
"918"," ","","html-keyboard-response","28","19151","0.0-28.0","zf4ufbt1gr","","","","","","<p style=""font-size:20px"">Ready for the next block? Press the spacebar to continue</p>","","",""
"295","arrowleft","","html-keyboard-response","29","19447","0.0-29.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/sand_rubber.png"" style=""height:350px"">","sand","rubber","banana"
"46","arrowleft","","html-keyboard-response","30","19697","0.0-30.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_felt.png"" style=""height:350px"">","paper","felt","raspberries"
"74","arrowleft","","html-keyboard-response","31","19977","0.0-31.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/paper_sand.png"" style=""height:350px"">","paper","sand","banana"
"62","arrowleft","","html-keyboard-response","32","20243","0.0-32.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/rubber_sand.png"" style=""height:350px"">","rubber","sand","banana"
"51","arrowleft","","html-keyboard-response","33","20499","0.0-33.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/sand_felt.png"" style=""height:350px"">","sand","felt","banana"
"38","arrowleft","","html-keyboard-response","34","20743","0.0-34.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_rubber.png"" style=""height:350px"">","sand","rubber","raspberries"
"53","arrowleft","","html-keyboard-response","35","21002","0.0-35.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_paper.png"" style=""height:350px"">","felt","paper","banana"
"37","arrowleft","","html-keyboard-response","36","21243","0.0-36.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_paper.png"" style=""height:350px"">","sand","paper","raspberries"
"303","arrowleft","","html-keyboard-response","37","21752","0.0-37.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_paper.png"" style=""height:350px"">","rubber","paper","raspberries"
"286","arrowleft","","html-keyboard-response","38","22244","0.0-38.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_sand.png"" style=""height:350px"">","felt","sand","banana"
"55","arrowleft","","html-keyboard-response","39","22505","0.0-39.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_felt.png"" style=""height:350px"">","sand","felt","raspberries"
"36","arrowleft","","html-keyboard-response","40","22743","0.0-40.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_rubber.png"" style=""height:350px"">","paper","rubber","raspberries"
"64","arrowleft","","html-keyboard-response","41","23010","0.0-41.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/rubber_felt.png"" style=""height:350px"">","rubber","felt","banana"
"41","arrowleft","","html-keyboard-response","42","23257","0.0-42.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_rubber.png"" style=""height:350px"">","felt","rubber","banana"
"59","arrowleft","","html-keyboard-response","43","23523","0.0-43.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/felt_paper.png"" style=""height:350px"">","felt","paper","raspberries"
"24","arrowleft","","html-keyboard-response","44","23755","0.0-44.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/felt_sand.png"" style=""height:350px"">","felt","sand","raspberries"
"42","arrowleft","","html-keyboard-response","45","24002","0.0-45.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_felt.png"" style=""height:350px"">","rubber","felt","raspberries"
"38","arrowleft","","html-keyboard-response","46","24243","0.0-46.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/paper_rubber.png"" style=""height:350px"">","paper","rubber","banana"
"70","arrowleft","","html-keyboard-response","47","24521","0.0-47.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/paper_felt.png"" style=""height:350px"">","paper","felt","banana"
"41","arrowleft","","html-keyboard-response","48","24767","0.0-48.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_sand.png"" style=""height:350px"">","rubber","sand","raspberries"
"41","arrowleft","","html-keyboard-response","49","25013","0.0-49.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/rubber_paper.png"" style=""height:350px"">","rubber","paper","banana"
"52","arrowleft","","html-keyboard-response","50","25272","0.0-50.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/sand_paper.png"" style=""height:350px"">","sand","paper","banana"
"50","arrowleft","","html-keyboard-response","51","25529","0.0-51.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_sand.png"" style=""height:350px"">","paper","sand","raspberries"
"43","arrowleft","","html-keyboard-response","52","25775","0.0-52.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/felt_rubber.png"" style=""height:350px"">","felt","rubber","raspberries"
"736"," ","","html-keyboard-response","53","26717","0.0-53.0","zf4ufbt1gr","","","","","","<p style=""font-size:20px"">Ready for the next block? Press the spacebar to continue</p>","","",""
"290","arrowleft","","html-keyboard-response","54","27009","0.0-54.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_paper.png"" style=""height:350px"">","sand","paper","raspberries"
"66","arrowleft","","html-keyboard-response","55","27278","0.0-55.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/felt_rubber.png"" style=""height:350px"">","felt","rubber","raspberries"
"44","arrowleft","","html-keyboard-response","56","27527","0.0-56.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_felt.png"" style=""height:350px"">","paper","felt","raspberries"
"42","arrowleft","","html-keyboard-response","57","27776","0.0-57.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/paper_felt.png"" style=""height:350px"">","paper","felt","banana"
"50","arrowleft","","html-keyboard-response","58","28032","0.0-58.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_sand.png"" style=""height:350px"">","paper","sand","raspberries"
"38","arrowleft","","html-keyboard-response","59","28278","0.0-59.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_sand.png"" style=""height:350px"">","felt","sand","banana"
"44","arrowleft","","html-keyboard-response","60","28528","0.0-60.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_rubber.png"" style=""height:350px"">","sand","rubber","raspberries"
"37","arrowleft","","html-keyboard-response","61","28768","0.0-61.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/rubber_paper.png"" style=""height:350px"">","rubber","paper","banana"
"36","arrowleft","","html-keyboard-response","62","29008","0.0-62.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_felt.png"" style=""height:350px"">","rubber","felt","raspberries"
"31","arrowleft","","html-keyboard-response","63","29245","0.0-63.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_sand.png"" style=""height:350px"">","rubber","sand","raspberries"
"23","arrowleft","","html-keyboard-response","64","29474","0.0-64.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_rubber.png"" style=""height:350px"">","paper","rubber","raspberries"
"32","arrowleft","","html-keyboard-response","65","29709","0.0-65.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/paper_sand.png"" style=""height:350px"">","paper","sand","banana"
"26","arrowleft","","html-keyboard-response","66","29942","0.0-66.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_paper.png"" style=""height:350px"">","rubber","paper","raspberries"
"27","arrowleft","","html-keyboard-response","67","30176","0.0-67.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/felt_paper.png"" style=""height:350px"">","felt","paper","raspberries"
"23","arrowleft","","html-keyboard-response","68","30406","0.0-68.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/rubber_sand.png"" style=""height:350px"">","rubber","sand","banana"
"14","arrowleft","","html-keyboard-response","69","30627","0.0-69.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/sand_paper.png"" style=""height:350px"">","sand","paper","banana"
"23","arrowleft","","html-keyboard-response","70","30857","0.0-70.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/felt_sand.png"" style=""height:350px"">","felt","sand","raspberries"
"30","arrowleft","","html-keyboard-response","71","31090","0.0-71.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/rubber_felt.png"" style=""height:350px"">","rubber","felt","banana"
"30","arrowleft","","html-keyboard-response","72","31327","0.0-72.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/sand_rubber.png"" style=""height:350px"">","sand","rubber","banana"
"25","arrowleft","","html-keyboard-response","73","31560","0.0-73.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_felt.png"" style=""height:350px"">","sand","felt","raspberries"
"25","arrowleft","","html-keyboard-response","74","31792","0.0-74.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_paper.png"" style=""height:350px"">","felt","paper","banana"
"29","arrowleft","","html-keyboard-response","75","32025","0.0-75.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/paper_rubber.png"" style=""height:350px"">","paper","rubber","banana"
"31","arrowleft","","html-keyboard-response","76","32262","0.0-76.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/sand_felt.png"" style=""height:350px"">","sand","felt","banana"
"25","arrowleft","","html-keyboard-response","77","32491","0.0-77.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_rubber.png"" style=""height:350px"">","felt","rubber","banana"
"503"," ","","html-keyboard-response","78","33198","0.0-78.0","zf4ufbt1gr","","","","","","<p style=""font-size:20px"">Ready for the next block? Press the spacebar to continue</p>","","",""
"215","arrowleft","","html-keyboard-response","79","33415","0.0-79.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/felt_sand.png"" style=""height:350px"">","felt","sand","raspberries"
"57","arrowleft","","html-keyboard-response","80","33679","0.0-80.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/rubber_sand.png"" style=""height:350px"">","rubber","sand","banana"
"3","arrowleft","","html-keyboard-response","81","33889","0.0-81.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_paper.png"" style=""height:350px"">","felt","paper","banana"
"34","arrowleft","","html-keyboard-response","82","34129","0.0-82.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_felt.png"" style=""height:350px"">","paper","felt","raspberries"
"42","arrowleft","","html-keyboard-response","83","34374","0.0-83.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/paper_felt.png"" style=""height:350px"">","paper","felt","banana"
"43","arrowleft","","html-keyboard-response","84","34623","0.0-84.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/paper_rubber.png"" style=""height:350px"">","paper","rubber","banana"
"28","arrowleft","","html-keyboard-response","85","34859","0.0-85.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_sand.png"" style=""height:350px"">","rubber","sand","raspberries"
"50","arrowleft","","html-keyboard-response","86","35115","0.0-86.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_sand.png"" style=""height:350px"">","paper","sand","raspberries"
"35","arrowleft","","html-keyboard-response","87","35357","0.0-87.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/paper_sand.png"" style=""height:350px"">","paper","sand","banana"
"46","arrowleft","","html-keyboard-response","88","35610","0.0-88.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/rubber_paper.png"" style=""height:350px"">","rubber","paper","banana"
"30","arrowleft","","html-keyboard-response","89","35845","0.0-89.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_rubber.png"" style=""height:350px"">","felt","rubber","banana"
"50","arrowleft","","html-keyboard-response","90","36099","0.0-90.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/sand_paper.png"" style=""height:350px"">","sand","paper","banana"
"29","arrowleft","","html-keyboard-response","91","36334","0.0-91.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/felt_paper.png"" style=""height:350px"">","felt","paper","raspberries"
"57","arrowleft","","html-keyboard-response","92","36596","0.0-92.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/felt_sand.png"" style=""height:350px"">","felt","sand","banana"
"26","arrowleft","","html-keyboard-response","93","36827","0.0-93.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/paper_rubber.png"" style=""height:350px"">","paper","rubber","raspberries"
"54","arrowleft","","html-keyboard-response","94","37088","0.0-94.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_felt.png"" style=""height:350px"">","sand","felt","raspberries"
"35","arrowleft","","html-keyboard-response","95","37327","0.0-95.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_paper.png"" style=""height:350px"">","sand","paper","raspberries"
"54","arrowleft","","html-keyboard-response","96","37586","0.0-96.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_felt.png"" style=""height:350px"">","rubber","felt","raspberries"
"31","arrowleft","","html-keyboard-response","97","37824","0.0-97.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/sand_rubber.png"" style=""height:350px"">","sand","rubber","banana"
"56","arrowleft","","html-keyboard-response","98","38087","0.0-98.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/sand_rubber.png"" style=""height:350px"">","sand","rubber","raspberries"
"36","arrowleft","","html-keyboard-response","99","38330","0.0-99.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/rubber_felt.png"" style=""height:350px"">","rubber","felt","banana"
"61","arrowleft","","html-keyboard-response","100","38596","0.0-100.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">banana</p><img src=""img/sand_felt.png"" style=""height:350px"">","sand","felt","banana"
"44","arrowleft","","html-keyboard-response","101","38847","0.0-101.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/felt_rubber.png"" style=""height:350px"">","felt","rubber","raspberries"
"56","arrowleft","","html-keyboard-response","102","39106","0.0-102.0","zf4ufbt1gr","","","","","","<p style=""font-size:50px"">raspberries</p><img src=""img/rubber_paper.png"" style=""height:350px"">","rubber","paper","raspberries"
"","","","fullscreen","103","39314","0.0-103.0","zf4ufbt1gr","true","","","","","","","",""
"36","arrowleft","","html-keyboard-response","104","39350","0.0-104.0","zf4ufbt1gr","","","","","","
      <p>Great job! You've completed all the trials!</p>
    ","","",""
